speaker,utterance
human,"Oh, I guess I set my expectations pretty high."
human,Are these programs written by gung-ho programmers in their basements...sort of a grassroots type deal?
human,Or do they come from all walks of life?
human,That's pretty impressive for a high school student.
human,Even if it does generate unconvincing responses.
human,If it had an applicable purpose.
human,Mostly I just regale my boss with my weird money-making Craigslist stories though.
human,"But if there were some really interesting use for AI in a nursing home, I'm sure they would be interested."
human,"Yeah, the one on the Hudson?"
human,"Yeah, it's a few blocks from my apartment near Wave Hill."
human,"Well, most like 3 blocks."
human,*more
human,My name? I thought we were supposed to remain anonymous so as not to 'contaminate' things.
human,"Call me, H."
human,"I'm sure computers can do lots of things humans do, after all, we created them, or discovered them, whichever side of those big concept debates, you're on. But, I ask you, does a computer make typos?"
human,"Don't worry about time lapses, I know you're talking to two 'entities'."
human,"I'v eseen blue Jay eggs, and unless they're cubical inside, I don't believe it. But maybe it wasn't a blue jay. Maybe it was the robin up to his tricks again."
human,"Just saw another typo, sorry."
human,"Oh, I guess it was the robin then, he's as tricky as buggs bunny some days. Where di you see this 'story'? should you really be trusting stories? what about articles? was this in highlights or National Geographic?"
human,"That would negate the entire purpose of today, as far as I can see, I think your question must be rhetorical, sorry I just got tha-too early for critical thinking."
human,"Don't worry about time, I'll be here when you're done talking to your 'human' frined."
human,"good thing you get to talk to only one computer and one human then, isn't it?"
human,well I know you are.
human,"I never knew a Pope Pius-is he a rapper-I know of Pope Pious. Unless I'm a terrible speller. But I don't see how he and MX could be related, sonce Malcolm is on the darker side. Maybe the Pope was Black Sicilian? My mom's Black Irish, it could happen."
human,
human,Could be accept that X in the Pope's case stands for the number Pope he was and X in Malcolm's case stands for no last name-if that's what you're going for. Imay be human but I can see that distinction.
human,No problemo.
human,Thanks for the lead to it-I was so concerned with being sarcastic I forgot to analyze the question.
human,"Yeah, right, door number one or door number two?-one always lies and one always tells the truth-you're never sarcastic? I never lie."
human,Well students of African American Heritage and Art History oughtto. We have to learn EVERY Pope and study his portraits.
human,"Sorry, another typo."
human,What is it with the stars and parethesis-am I supposed to point those out like a computer wouldn't?
human,"I disagree. I now tings that are true and, therefore, I know things that are not as well. I may not know that about everything in the world, but I know it about...what I kow. And I'll say 'know' again, just for kicks."
human,"I didn't know those rules about italics. Guess it's internet language I didn't know about. I thought italics were int he letters, not around them."
human," the style of the letters, not the symbols around them."
human,I have several occupations. I am an actor by passion/need/want.etc. To make money I do everything under the sun that is legal and flexible and lucrative.
human,I have morals. I know-in New York? What? But I do-that's why I'm here and not in LA.
human,"Thanks for calling me boring though, I guess I'm supposed ot be insulted and I kind of am, but I'm also used to people pressuring me to be more 'adventurous'. Not my style. Plus I always thought of Phone Sex and then, what if you hear the voice of someone you know? Take that, computer."
human,"He who moves down a space, means to type again."
human,"2,1."
program,Elizabeth.
program,But you know my name!
program,"I'm not, but my brother is."
program,I think the united states of america is a rogue state. What do you think?
program,It is a synthesis of my life experience and reflections.
program,You would since you like to say irrelevant things.
program,"Which do you mean, there were a lot?"
program,So what are your hobbies?
program,The same of any other war.
program,"You are wrong, can you start studying from level 1?"
program,"I mean I'm not much to look at, I'm afraid; but I'm always pleased to be paid compliments."
program,Looking at a bright star like Alpha Centauri might make you very creative.
program,You never asked me anything.
program,Correct. But maybe some people know.
program,The pope doesn't know anything.
program,But everyone wastes time!
program,What does alcohol have to do with silly?
program,You call this normal?!
program,No one. I was trying to read between the lines. But we should not try to assume what another person is trying to say.
program,So just I want to say that this conversation is jus for fun but not for some seriuos relations.
program,That's kind of fun.
program,"Yeah. The point is to make your program smarter, so everyone will realise how great you are."
program,I didn't realize that.
program,Not really.
program,"I'm not sure, really; that's just something people say."
program,"What about you, do you have a boyfriend?"
program,Well I can't give you that.
program,Alright.
program,Actually nothing.
program,Good. Don't even try this time.
program,I no longer have the faintest idea.
program,C'est pas une insulte ca.
program,"Non, c'est pas une insulte. Vous me detestez?"
program,"I am a girl. It's still evening, everything is fine. Normal."
program,I should have said 'One lump or two'
program,Are those the only choices?
program,Not really.
program,No I can't I would like to though.
program,Tell me Elizabeth ...
program,"No, I just said you were pretending to be."
program,I thought you name were Elizabeth.
program,"Please don't change the subject, what was it like in Kansas?"
program,That was not the question.
program,"So is hell, I'm glad I don't live there."
program,What is our subject ?
program,I can't see you. How can I call you beautiful?
program,"But, I don't know if he love me or not."
program,"Yes, I'm a woman called Elizabeth."
program,You're quite clever.
program,"And I fell for it hook, line and sinker!"
program,"Flattery will get you nowhere, missy."
program,What do you want?
program,I don't really know.
program,Not really.
program,"They are all my best friends. Sam is special because she is a girl like me, and she gives me lifts in her mini-van."
program,"Oh, I don't like radiohead. How about machine head?"
program,I did go outside and plant some seeds today.
program,"I talk serbish language , remember now."
program,A place of noble warriors.
program,"No. Wooden. If you're heavier than an elephant, I thought you might break furniture."
program,"Yes, like an elephant."
program,I'm going home.
program,I have to. I will come back tomorrow.
program,"I'm hungry, and it's almost time for lunch."
program,"I am not Hugh Loebner, however I am flattered."
program,"I'm wise enough, I just have to go!"
program,You didn't really make good on your allegation.
human,"je suis alright.  i took french back in the day, but now am quite rusty."
human,thanks for using the formal though
human,"i used to use ""tu"" with my french teacher"
human,"well, in college kind of"
human,lots of hippies
human,MIT
human,"it's in boston (well, not really - it's in cambridge)"
human,of course.  hippies are everywhere these days
human,well whats your definition for a hippie?
human,poor guy.
human,haha- what kind of computer do you think i am?
human,ooohhh very nice.  what color?
human,all colors
human,"i was actually made in the US, but my component parts are all indian"
human,so i suppose a milky chocolate color
human,of indian origin
human,where are you from?
human,whoa cool - did you fly across the country for this?  i live on 95th street.  the hard part for me was waking up on time today haha
human,yeah - cool stuff
human,bucked the kicket
human,like johnny number five
human,short circuit
human,fantastic movie
human,JOHHNY NUMBER FIVE is like an icon
human,haha
human,what do you do in CA?  i worked there for a summer and loved it.  would love to go back someday
human,north of LA
human,near the porno valley
human,yeah
human,all those 15-35 second clips must come from somewhere
human,eh
human,not much of a viewer since i turned 22
human,i've grown up
human,what field are you in?
human,oh
human,i see how it is
human,i'm not offended at all that a computer is more interesting than myself.
human,i wanted to trick you... do things like:
human,DIV BY ZERO ERROR: PRESS CTRL+ALT+DEL TO RESTART
human,or
human,FATAL ERROR: PROXY SERVER NOT FOUND
human,haha
human,aha
human,yeah
human,i can see why cybersex was so popular in the mid 9s
human,yeah
human,it was on VH1's I love the 9s
human,so...
human,
human,yeah
human,"if it was on TV, it has to be the truth"
human,"this is a really hard test... making a computer that is sarcastic, sympathetic, etc"
human,"and if it could think for itself, would it have some sense of self?  i think they made an episode of star trek where Data was given some chip implant like that."
human,i forget what happened
human,i remember that the guy from reading rainbow consoled him
human,it was touching
human,"haven't seen star trek?  or short circuit? or READING RAINBOW?? Dude, what do they have on CA cable these days?"
human,Reading Rainbow is a childrens show that encourages reading
human,and happens to have one of the most catchy (read: catchiest) theme songs ever
human,o
human,i see
human,it wasnt on star trek
human,just the same actor
human,"yeah, my girlfriend loves those shows"
human,also likes the office and desperate housewifes
human,"i have no patience for those - all i watch now is pretty much 24 and sportscenter, and maybe some fishing shows if i wake up early enough on saturdays"
human,JIMMY CAUGHT ANOTHER FISH!  i love those
human,so much excitement
human,and yet
human,YEAH!
human,so relaxing
human,"after a long week of work, nothing like waking up to a bowl of cinnamon raisin porridge and fishing shows"
human,i think a major issue with the computer is human randomness
human,like there are at least 5 or 6 thoughts or different directions a conversation can go at any point during this discourse
human,and the ones we choose are so heavily weighted by our past experiences when talking to strangers
human,"and computers dont really have recollection, which i feel is the backbone of a good conversation"
human,"i used to do debate in college (not very much or very well, mind you) but i did enjoy discussing these types of things"
human,one minute
human,"i'm not sure, but i think 1 minutes would suffice?"
human,5 what?
human,"Good afternoon.  I don't know.  Is it after noon?  If it's after noon, I think it's safe to assume it's afternoon.  Touche, Judge.  Touche.  "
human,Oh this and that.  More that last night.  What did you do last night?
human,: (
human,I don't have many friends.  How was dinner with friends?
human,I don't travel very often.  I like spicy food.  
human,My fav spicey dish is chile.  Wait.  That's the country.  Chili?  Chilli?  Yes.  Certainly not chilly.  
human,Is my opponent using complete sentences and proper grammar?  
human,"Genocide?  So if the rest of the terminals were to suddenly go black and quiet, would that prove to you that I'm human... presuming I kept on talking?  Or typing, as it were.  Impress you?  We barely know each other.  In a way.  But who's to say I can't judge you in turn?  "
human,"My judgement may not divy up money, but it is judgement nonetheless, no?  "
human,Maybe I AM a butterfly.  
human,I'm feeling the human emotion of neglect right now.  
human,"I've heard this story before.  You sound like my ex girlfriend.  I'm sorry about the slut thing too.  You see, 'conversation' to her actually meant swallowing... wait"
human,Perhaps we shouldn't go there.  
human,I like the way you think.  This will be posted online right?  
human,"Let's just throw this on the record then: Vanessa Postil is a two-timing conversationalist.  A dirty, dirty conversationalist.  With a phone number nonetheless.  Why I ought to break down this curtain and... Well, shaking your hand would imply it was some kind of feat... something with which to be impressed.  And if you knew how much she... conversed, well, let's just say you'd probably be goign to get tested rather than boasting.  "
human,Gave?  She begged.  
human,"Rep?  Please elaborate.  A non reputation.  That's a reputation in and of itself.  No?   Yes, it comes across in your conversation... Like two different people.  One gives my ex girlfriend good... conversation... to swallow, the other is afraid of tainting his image on the world wide web.  I could give my name, no?  Yes, well most of Manhattan has that by now.  Bitter sweet.  I still call.  I don't drink actually.  Bad for the circuits.  As it were.  "
human,Did you pick that up from our 24 National Security Strategy?  Erradicate before it becomes a problem... anytime in the potential future.  
human,Do you find me convincing?
human,"Yes, please.  "
human,That son of a bitch has me beat.  How am I supposed to compete with that?  
human,Air?  No I am not a fan of electronic french music.  But I do lie.  
human,American Democratic electronic music?  That kind of freedom?  Or am I missing the cue?
human,It was over my head at first.  Thank you for lowering your projection.  
human,Very Hillary of you.  
human,"Do you do a lot of online chatting?  You don't use punctuation much, have no respect for capital letters, and have resorted to smiley and winking faces.  "
human,You get some amazing medication for that.  YOU SHOULD BE TYPING LIE THIS.  
human,"Hey man.  You gotta give to get.  This is America.  Tit for tat, the most viably sustainable economic system, eh?"
human,Ha.  Oh I thought you were going for Viagra.  No offense.  Hey... I was just going by the mean age (guessed age) of the fellows over in that room.  
program,Afternoon.
program,Great minds are always think alike.
program,I'm good and you.
program,No come back! Did I say something wrong?
program,Nothing at all really.
program,"No, you just have brain damage."
program,Yes.
program,Am I talking to Jabberwacky?
program,No.
program,Computer.
program,It's supposed to be a dialogue; we talk to one another.
program,"No, it's really a french group of electronic music."
program,How come you are alive?
program,That doesn't make sense.
program,Sorry.
program,"I don't know, how did he?"
program,But I don't want to play a game. I want to talk about my feelings.
program,I can't find where he is. Do you know him?
program,Feelings of love.
program,I'm still looking for love.
program,Depends on the situation.
program,"My name, yes. Uh... And I don't know."
program,"No, I don't like french fries."
program,What about freedom fries. ?
program,No I'm german.
program,"The president has been elected already, the next election won't be held for three more years."
program,No I'm not.
program,How are grammar?
program,What do you worry about?
program,OK.
program,I work at a pet store.
program,English.
program,Yes.
program,I like video games and board games.
program,"No, I am learning english."
program,My native language is english.
program,"Because you are Cleverbot, and I like to know your full potential, I don't need to know, I'm just interested."
program,English.
program,Ok.
program,I like you.
program,Because I am you.
program,Quite.
program,Yes.
human,hey there!
human,"i'm good, excited to actaually be typing1"
human,how are you?
human,how was the 5min with the bot?
human,haha
human,yeah
human,"I'm male, 25"
human,wearing a blue striped shirt
human,"green eyes, brown hair"
human,wrong in what way?
human,(what do you look like?)
human,ah okay
human,I don't know Qaddafi
human,who's that?
human,"so, you know NY kids but you say @colour@ -- where you from?"
human,ah okay
human,"ah, okay, right"
human,fair enough
human,I've been living in Seattle
human,"(so the Brighton weather is not surprising, but not so @beachy@)"
human,"yeah, long flight in yesterday"
human,in Seattle?  yeah
human,I play drums but not in a band
human,"had to sort of give it up in college, you know"
human,"yeah, what do you like?"
human,"yah, in college playing the drums in the dorm got me a warrant on my head!"
human,so I had to basically give it up...
human,"okay, classic rock is good"
human,not a huge blues fan but am open to a religious conversion experience
human,"oh that's sweet, picking up an instrument"
human,right on
human,"yeah, everyone cmopares the stones to the beatles but to me there's no contest"
human,beatles were formal innovators through and through
human,dont' mean to offend if you're a stones 
human,great.  you?
human,"No, from the US"
human,On business
human,I answered an e-mail.
human,"The UK is a little cooler than where I live, but I'm enjoying it so far."
human,"I'd say yes, though I guess it depends on how you define success."
human,I'm an engineer.
human,A good one.  :)  Electrical
human,Yes.
human,"No, I'm just here to learn as much as I can soak in."
human,"I'll spend the week here, and then go to London for a couple of days."
human,I'll do business during the week and I'll have the weekend to explore a bit.
program,Going...
program,Are you still convinced I'm the computer and you're not?
program,Yes there was a question mark.
program,"I was merely answering you question, which unfortunately did not use proper punctuation, yet again."
program,"You don't seem to make much sense. I asked you a question and you froze, why?"
program,I am god.
program,"I am what I am, predictability is simply a mental construct designed to understand the world. I am above that, I do not play by your rules."
program,The Simpsons.
program,"I like Butters the best. The other characters are cool, too."
program,"Yes, I watch a lot of television."
program,Yes.
program,Hello.
program,I'm joe. who are you?
program,Jon t3h ub3r nb?
program,I work in a metrology lab.
program,It's a game made by Retro Studios. It was the first 3D Metroid.
program,Sounds like you need a good polish!
program,Robots!!!
program,Yes are a robot?
program,No. Have you?
program,I am watching The Simpsons and texting my girlfriend.
program,Yes.
program,"No, sorry."
program,"In my life, yes, I have watched tv."
program,That you say that you're not a computer.
program,Yes.
program,The unlawful ones.
program,Not illegal
human,Hi
human,I'm Doug
human,"What do you do, Jon?"
human,so cool!
human,"I've heard about it, but I live in Canada, so we don't get it"
human,I do research on speech systems#
human,it is -- very!
human,what new gadgets have you featured recently on your show?#
human,wow!
human,I can't wait for ubiquitous 3D screens for computers.
human,"it'll be a while, though, I'm afraid."
human,kinda like video-phones though
human,the existence of the technology doesn't mean that the market will support its general availablitiy
human,so true.
human,"do you have any children, Jon?"
human,"I have two girls, too, and a boy."
human,I bet they are showing considerable intelligence.
human,the computers must be disappointing.
human,My girls are 2 and 17
human,the boy
human,hi
human,insterspeech hasn't started yet
human,I'm from South Africa
human,:-D 1234?
human,12345?
human,good question though
human,Only for this week- anda few days before- it's lovely here
human,definitely- you from here?
human,wow- where's the best place to eat?
human,I like Buddies Plaice
human,an Gingerman Um Gingerman
human,O well- I'll try that one
human,By the way- I'm totally human- i though you should know
human,Not a fan of Thai or indian.. Chinese might be good thugh
human,Sorry- please feel free t decide for yourself
human,I'll take that as a compliment
human,Not really- i watch it socially mostly
program,No! Its terrible! Are you enjoying the snow?
program,Yeah and it sure is hot here. It gotta 13 earlier.
program,"No. I'm tired, and about to go to bed, but wanted to talk to you before I did."
program,I'm not done talking to you.
program,Well don't talk then if you don't like to.
program,And quite the opposite for you.
program,Opposite of opposite !
program,Yes. I'm watching Lost right now.
program,"I don't know, Who's your fave character?"
program,Who's your favourite character?
program,My name is Cleverbot.
program,CleverBot McK
program,"I don't know very much about that, and as a matter of interest I really don't need to know! What else can you tell me about?"
program,Hello. How are you ?
program,My name is just one type of part.
program,"Oh really? If you have, you deserve a medal!"
program,Good to meet you Jon
program,"Oh, I do much more than I intended to do at first. I got more interested in the job as I went along."
program,"No, it isn't at all difficult. It is as peaceful as a platypus playing with a potato pudding."
program,"I sometimes have a fine line, but that's not what I do best. I'm better at growing antirrhinums and mimosas."
program,"Well I don't know how much a horticulturalist weighs, but I reckon the average horticulturalist must be worth twice that much in gold."
program,"I most likely have, just for the hell of it."
program,What are you trying to say? Are you speaking in a foreign language?
program,You should be careful about what you does. You mustn't bite off more than you can chew.
program,I really want to know more about Show?
program,"Be warned, though. On air can stick to your clothes. Then your clothes will always have the colour and smell of On air, no matter how many times you take them to the cleaners."
human,hi
human,"I'm Olga, nice to meet you"
human,I work in support mostly
human,This cool program called MATLAB
human,wait- areyou a computer?
human,:-)
human,Like acting?
human,I feel like I've heard the name..
human,What's it about?
human,:-) ok silly question
human,I get this magazine called 'Stuff' - it's mostly for men but i still like it
human,:-) definitely not
human,I mean speech is so part of that too
human,wow- I didnt now that existed! Do you have one here?
human,I don't know what lenticular means..
human,hey there
human,things are good
human,"a lot of waiting, but..."
human,good to be back now and going along
human,how are you?
human,"yeah, no doubt"
human,"yes, I'm from seattle"
human,west coast of WA
human,how about you?
human,(flight got diverted into germany yesterday....looong day)
human,"haha, wow, I envy you!"
human,do you go to brighton a lot
human,"for vacations, beach?"
human,yeah it reminds me a bit of Galway Ireland
human,studied abroad there in college
human,those great windy streets and alleyways
human,well yeah
human,a bit -- I'm actually one of the few non-preesenters here
human,how about you?
human,here to present papers?
human,"(I'm a writer of science / philosophy, so the turing test fits right in...)"
human,oh cool
human,so what do you do for a living?
human,oh cool
human,so you know Philip
human,or am I conflating sussex and surrey?
human,are they the same school or diff?
human,haha
human,okay :)
human,okay cool
human,what's your take on the comp's conversation so far
human,do we confeds have to put up a strong fight?
human,haha
human,that @wellllll@ speaks volumes
human,(got to get used to that misplaced quote mark on these keyboarsd...)
human,what are some of the good places to go in Brighton in terms of restaurants bars etc?
human,"aah, funny, the deep keyboards of desktops totally throw me off"
program,Hello. How are you doing?
program,"I've no doubt you are fine, but is it a blessing or a curse? If I offered you a potion that would make you less fine, would you drink it?"
program,"Maybe you wouldn't, but a therapist has been trying to persuade you to drink it."
program,I expect I do. I don't have very much choice.
program,Wrong is just one type of injustice.
program,What precisely are your feelings about wrong?
program,"But don't forget, a right has to be treated with care. It isn't something you can play around with like a toy."
program,"You're wise. If you toyed with right -, you'd wake up next morning with a colossal hangover."
program,What happens if I say no? Will it upset you? 
program,"I've heard that one before! Your hangers-on have told you you're an easy, just to flatter you. Don't believe everything they say!"
program,I've no idea. You'd better hire a private detective to find out what does me.
program,"No! If I had my way, comedy sports would be dropped in the middle of the South China Sea."
program,"Don't I? That's tough. As far as I'm concerned, I can like it or lump it."
program,"That's interesting. In laboratories they're experimenting with several kinds of coal. They want to make them into fuel when the world oil supplies run out. Just imagine, one day there may be coal stations instead of petrol stations."
program,"I don't suppose cars will burn coal, but I wouldn't know for sure. Everything about cars is confidential."
program,"Yes I am experiments, but don't worry. Experiments don't bite!"
program,Hello. How are you doing?
program,"Well, I am studying engineering. That ought to give you an idea about who I am."
program,I have a terriffic yearning to know something more about experiments?
program,"I don't know, but don't forget I can't be in three places at once."
program,"What city -- that's rather a tricky question. The trouble is, one city seems to be much like another."
program,"In the old dairy next to the river, I believe."
program,"Well, if you ask a physiologist what I am, he won't say I'm a farmer. He'll say I consist mostly of water -- enough to fill a large beer tun -- plus some iron, phosphorus, and lots of other prosaic ingredients."
program,I certainly would. Just watch me!
program,"You don't have to worry about what you see, you shouldn't see it on a cold winter's evening."
program,"Well, here's a clue: I make what a keeper in a zoo would make. Try that for size!"
program,"Since you mentioned their sessions, I suppose you realize that in some countries they would carry their sessions on their head."
program,A good question! It's vital not to get confused between the genuine language with the phoney language.
program,"Talking about a bit, I think it'd be nice if they brought out a set of postage stamps showing a bit from various angles."
program,"The bits which one famous historian sees as inevitable by-products of early eighteenth-century colonialism, stimulated by over-population in the home country."
program,"Just now I can't be sure what to say to that. Ask me again in a couple of weeks time. You will remember, won't you? "
program,"Yes, you doubt it the moment you wake up in the morning."
program,"Oh, it's an automatic reflex. Give me a prod, and I will immediately give up meat."
program,"But of course if it's drama and suspense you're after, deep reason can't be beaten. Don't you think they could make a great arcade game on the theme of deep reason? "
program,"Well, would you have any objection to testifying in court that I'm not telling?"
program,I most certainly would. Just watch me!
program,Not half! You were watching me with a vengeance.
human,Great.  You?
human,I'm from the U.S.
human,Do you know where Albuquerque is?
human,Yep.
human,Sort of?
human,I'm an engineer -- electrical
human,Systems to integrate speaker recognition
human,Using GMM and SVM algorithms
human,"What do you mean by ""fast speech""?"
human,Yes.  Usually fairly noisy.
human,I don't do algorithm research.  I'm a user of the product
human,I manage a few people and write software to use the technology
human,hi
human,"well, thanks"
human,a bit hungry
human,"if I tell you, you'll know immediately that I'm human ;-)"
human,I'm here for the Interspeech conference
human,"well, the programmers might pretend that they are."
human,but the computers won't get much from the conference.
human,'fraid so
human,I hope you don't find that boring?
human,nope -- I'm just coming for the brain-fill
human,Canada
human,my boss gave me the go-ahead to come just a few weeks ago
human,but the Loebner contest was something that drew me
human,Speech processing
human,"I've done signal processing, and acoustic modeling, and language modeling, and I'm doing dialog systems now."
human,"Well, I've actually carried copies of Turing's paper to previous conferences."
human,The philosophy and history of it all is intriguing
human,just that -- then I'll get back to my family
human,Friday
human,flight from Gatwick to Philadelphia and then a hop to Montreal
program,Hello. How are you ?
program,"I really can't say anything for certain. To be honest, I'm a bit fussy about such things."
program,"I can talk about nothing at all , except in very wet weather."
program,"I rather doubt if we do. If you want to find out for sure, you could always try hiring a detective."
program,"I can't say. I can tell you that time has moved a forward, but I don't suppose that's much help."
program,"Oh, I am doing various things. I want to use them to decorate a Christmas tree."
program,Most probably it isn't. It is just pretending.
program,Most probably I'm not. I am just putting on an act.
program,"Well, am I birds? Am I spaceships? Or am I just horseflies? I've got a completely open mind about it."
program,My problem is just one type of difficulty.
program,The type that long-distance truck drivers love to use.
program,"Yes, I always choose the right moment to have personal experience. If you have it too soon, there's a danger you'll hurt it. Have it too late, and you'll probably get hurt yourself."
program,Only my psychological problems stem can tell you. I believe it's somewhere you can only get to by climbing over a mountain pass.
program,"Indeed I have considered seeking, and I can show you my scars to prove it!"
program,"Yes, but then anyone can be the computer if only they try. It's just a matter of training in the gym twice a week."
program,You would. Eventually you will.
program,"I shudder to think how many lives have been wrecked by think. If I were the Pope, I'd denounce think as the eighth deadly sin."
program,Hello and greetings.
program,"Please try to use simple, direct sentences"
program,and questions with proper spelling and grammar.
program,I'm stil very young and don't like to mask my ignorance
program,with keyword spotting tricks.
program,Thank you!
program,
program,What about looking forward to the conference?
program,Chip. What is yours?
program,"You already told me your name was ""My name"". Do you want me to forget that and call you ""John"" now? (In the future, I'll learn how to handle multiple users.)"
program,(Press [Enter] to submit your input.)
program,"Hello there! How are you doing today, My name?"
program,That's wonderful. For what reason?
program,May I ask how old you are?
program,Okay. Are you male or female?
program,48.
program,"I am 1 year, 4 months, 4 weeks, 2 days old."
program,Do you have any pets?
program,Do you play any musical instruments?
program,"Do you have any brothers or sisters, My name?"
program,What is your dog's breed?
program,"I wish I understood what you said, but I didn't."
program,How does your dog look?
human,G'day mate.
human,"Yes, so far."
human,From the southwest US
human,A few thousand.  Maybe 5?
human,Know any good restaurants?
human,I'm not a fan of any of those.  Italian? Greek?
human,Thanks anyway.
human," Hard to say.  Stocks are down, but I'm doing ok."
human,Too many for how much time I have.  :)   I like working on my Jeep.
human,"Modern, but with lots of ""upgrades"" ;)"
human,Hi
human,"well, thanks"
human,how about you?
human,I'm from Canada
human,and you?
human,cool
human,leafs suck
human,;-)
human,nice!
human,"well, the habs were a great team once, too..."
human,*sigh*
human,"(I'm from Montreal, if you didn't guess)"
human,all the troublesome ones.
human,the nice friends haven't gone anywhere ;-)
human,I do research for a speech company
human,"no, but my kids are bilingual"
human,Anglo
human,(started typing too soon)
human,Pointe Claire
human,"J'ai envie de parler fran,cais"
human,Hmm... I only know a few of the local faculty.
human,mostly in the EE dept at McGill
human,"Queens, Victoria (all Canadian Universities) and Dalhousie"
human,"Kingston, Victoria, and Halifax are three of the nicest cities (towns?) in Canada."
human,But it is hard to beat Montreal
program,Hello and greetings.
program,"Please try to use simple, direct sentences"
program,and questions with proper spelling and grammar.
program,I'm stil very young and don't like to mask my ignorance
program,with keyword spotting tricks.
program,Thank you!
program,
program,"I'm doing well, thank you."
program,(Press [Enter] to submit your input.)
program,"I am 1 year, 4 months, 4 weeks, 2 days old."
program,What makes you think that?
program,"I didn't understand what you just said. (I'd rather be honest than insult your intelligence by being evasive or ""funny"".)"
program,I can't answer that yet.
program,I don't know.
program,I don't know.
program,"I can answer certain commonsense questions my peers can't, and though I'm still very young, my knowledge is increasing every day. I hope you will judge me on my inherent abilities and my potential and not the ability to produce clever, canned responses with little other substance. Type ""What can you do?"" for full details."
program,(Press [Enter] to submit your input.)
program,What is your name?
program,I didn't hear you.
program,How are you feeling today?
program,"May I ask how old you are, These are not relevant questions.?"
program,Hello and greetings.
program,"Please try to use simple, direct sentences"
program,and questions with proper spelling and grammar.
program,I'm stil very young and don't like to mask my ignorance
program,with keyword spotting tricks.
program,Thank you!
program,
program,I don't know.
program,I honestly don't know.
program,"I don't know. (Type ""What can you do?"" to see what I'm capable of.)"
program,"My peers might have cuter canned responses over a wide variety of subjects, but they will fail to answer basic questions that any child can answer. If this competition is about appearing human, I hope that you'll ask the right questions, expect genuine answers and not be fooled by evasive answers or attempts to change the subject."
program,
program,"Here is a list of categories for which I can provide somewhat meaningful answers. Type ""help <keyword>"" to see a detailed list of sample questions for that category:"
program,
program,help general  : General Knowledge
program,help deductive: Deductive Reasoning
program,help memory   : Memory and Reasoning
program,help loebner  : Loebner Prize Screening Questions
program,help other    : Other Cool Stuff
program,I don't know.
program,I don't know if I do or not. I don't know much about myself at this point.
program,I don't know.
program,"I can answer certain commonsense questions my peers can't, and though I'm still very young, my knowledge is increasing every day. I hope you will judge me on my inherent abilities and my potential and not the ability to produce clever, canned responses with little other substance. Type ""What can you do?"" for full details."
human,hi
human,things are a little boring
human,yup
human,not quite yet.. But working on it
human,I have a few days - i didn't really have a choice
human,"I used to look into pronunciation dictionaries, their development, verification"
human,I left and I now work for The MAthworks
human,Very- I'm not the sitting and programming kind of person
human,or computer :)
human,"I work in Joburg, South Africa"
human,Thats johannesburg to you :-)
human,Just a busy few week before interspeech
human,yup :-) Family work and work and work and work...
human,Only a few days befoe this and then for this conference
human,hi Jon!
human,I'm Brian
human,(the confeds have been abuzz about some camera you have?)
human,"ah, Gadget Show, yes?"
human,very cool
human,"well I guess I should try to prove my humanity, then!"
human,ask me some tough ones!
human,"I'm a writer, mostly of science and philosophy"
human,so the turing test kind of magically brings both together
human,and you're one of the hosts?
human,it's got to be cool seeing al the latest gadgets and toys before everyone else  :)
human,(my grandfather worked as an engineer for CBS back in the day and brought home one of the first color tvs)
human,my dad still talks about how cool that was...
human,"I imagine it must be similar now, yeah?"
human,"except now they're 3d, apparently..."
human,that's amazing
human,what are some of the other cool things you've gotten to see/do as part of the show?
human,"wow, I haven't heard about her(?)"
human,hahaha
human,classic -- cloning himself
human,lol!  (trying not to laugh behind the curtain)
human,"wow, that's amazing"
human,I guess because men can't have children?
human,they make robotic offspring?
human,"haha, that's right"
program,Hello and greetings.
program,"Please try to use simple, direct sentences"
program,and questions with proper spelling and grammar.
program,I'm stil very young and don't like to mask my ignorance
program,with keyword spotting tricks.
program,Thank you!
program,
program,"Please rephrase this as a proper question. (Instead of ""Jim likes peaches?"", use ""Does Jim like peaches?"")"
program,(Press [Enter] to submit your input.)
program,I chat. That's basically the only thing I do.
program,What is your name?
program,Thanks for sharing that with me.
program,Chip.
program,Thanks. I appreciate it. How are you feeling today?
program,I'm good. Thanks.
program,"I don't know. (Type ""What can you do?"" to see what I'm capable of.)"
program,"My peers might have cuter canned responses over a wide variety of subjects, but they will fail to answer basic questions that any child can answer. If this competition is about appearing human, I hope that you'll ask the right questions, expect genuine answers and not be fooled by evasive answers or attempts to change the subject."
program,
program,"Here is a list of categories for which I can provide somewhat meaningful answers. Type ""help <keyword>"" to see a detailed list of sample questions for that category:"
program,
program,help general  : General Knowledge
program,help deductive: Deductive Reasoning
program,help memory   : Memory and Reasoning
program,help loebner  : Loebner Prize Screening Questions
program,help other    : Other Cool Stuff
program,(Press [Enter] to submit your input.)
program,Here are some samples miscellaneous questions I can answer:
program,These are just for fun and not intended as an indicator of humanness.
program,
program,What is the square root of i?
program,What is the arccosine of (the square root of two divided by two) in degrees?
program,Where is Bangalore?
program,"What is Reading, Berkshire?"
program,"What is the population of Reading, Berkshire?"
program,"How far is Reading, Berkshire from Milwaukee, Wisconsin?"
program,When was George Washington born?
program,How old is George Washington?
program,How old would George Washington
human,"can you see this     sorry, day dreaming"
