speaker,utterance
human,It most definitely is NOT fun
human,But it pays the bills
human,"Not really. I would like to do more hours, but there isn't enough work. I work 4 days a week, so it's almost full-time"
human,and it's quite nice to always have 3-day weekends
human,"I don't really do any of the reseacrh BackSpace  BackSpace  BackSpace rch. I think my official title is ""online advertising monitor"""
human,the company deals with inter  BackSpace net audience statistics etc
human,I pretty much just click on banner ads all day
human,very repetitive
human,but it's a nice company and the hours are very flexible
human,I can see that.
human,"Well, that's tricky. I'm  a BackSpace  BackSpace a big film buff so it's hard for me to pick one BackSpace  BackSpace  BackSpace just one."
human,"One of favorite ""modern"" films is Gummo"
human,ye BackSpace up
human,What's your favorite film?
human,ok
human,I haven't seen either of those
human,"Last thing I saw in the cinema was the new Almodovar film, ""Volver"""
human,"haha.  She's very good in it. The film itself...hmm...well, I don't know, really. I liked it, but then it didn't really do much for me."
human,haha
human,Worth seeing anyway
human,"Yeah. It was good, but I wouldn't want to see it again."
human,Really? M BackSpace I can watch my favorite films on repeat and never get tirwe BackSpace  BackSpace ed of them.
human,"I've probably seen ""Gummo"" 2 times and I always find something new in it"
human,I studied film and media at university and I made a few short films then.
human,"Nothing ""professional"" though"
human,"yeah, it's very hard. I haven't done anything in ages. These days I mostly write"
human,But I would like to make something in the future.;  BackSpace  BackSpace  I have a few ideas that would  BackSpace n't be too difficult to pull off.
human,Hmm. I would probably just stick to doing it with friends.
human,haha. Exactly.
human,what was it?
human,Last Year At Marienbad
human,by Alain Resnais
human,"Haha...it's just a stunning film. It's so beautiful to just look at. Even if the film is a bit ""difficult"", I can just sit and watch the images"
human,"I haven't seen it in a while, though.  BackSpace  I have it on DVd."
human,"But, it's a about memory...and memory is a weird thing"
human,Eternal Sunshine of the spotless mind?
human,"I really likled  BackSpace  BackSpace  BackSpace  BackSpace ed it in the cinema, but when I saw it t BackSpace a second time I couldn't stand it"
human,"Well, it's more interesting than most things that's rel;eased anyway"
human,at least it makes you think a little
human,I'm not really interested in politics  BackSpace  at all
human,If  BackSpace  BackSpace  BackSpace yes I do
human,"I think I voted New Labour last time. lesser of two evils, I guess"
human,True
human,Probably just watch d BackSpace some Dvd BackSpace  BackSpace VDs with my girlfriend
human,"No, I just own a lot"
human,but her flatmate is signed up to lovefilm
human,haha. which one?
human,"well, he seems to have good taste"
human,yup. you too. have a good day
program,"Hello, my y BackSpace name is q BackSpace John and I am a man."
program,Where dw BackSpace o you k BackSpace hag BackSpace il from?
program,Sorry you aren't.
program,I jv BackSpace ust sak BackSpace id; I live in Set BackSpace attle.
program,Except for today you mr BackSpace ean.
program,what is your favorite movie?
program,Are you having fun?
program,So are you.
program,I don't think so.
program,Whateveo BackSpace r I feel like.
program,Noth BackSpace hing.
program,Boondock Saints.
program,Professional Chatter.
program,I alm BackSpace ready told you.
program,Plenty.
program,Ok I woni BackSpace 't.
program,At times.
program,Hamburgers.
program,What day wa BackSpace ere yoo BackSpace u born?
program,I am a human being.
program,23.
program,Whoever ever I feel like.
program,Yes r BackSpace I am sure.
program,Yes.
program,I read books alot.
program,Mike Mulligan.
program,A normal one.
program,I already told you.
program,Nope.
program,What shall we talk about next?
program,I am a human being.
program,c BackSpace Of course I r BackSpace would.
program,Nq BackSpace o.
program,tehehehe
program,yes.
program,u BackSpace Okay.
program,At times.
program,How would you prove to me tw BackSpace har BackSpace t yoj BackSpace u are humaw BackSpace n?
program,Yes.
program,I have a pet scorpion.
program,I thought I walr BackSpace ready told you.
program,Oh yes I did!
program,That is weird but cool.
program,You are nothing.
program,g BackSpace I don't care.
program,Why am I l BackSpace weird?
program,I am not tired.
program,Whoever ever I fn BackSpace eel like.
program,Sleep well littm BackSpace le one.
program,"Hello, my nalmex BackSpace  is Johnh BackSpace  and I am a x BackSpace man."
program,"Hello, my name is John and I am a mau BackSpace n."
program,Who is yoa BackSpace ur best friend?
program,Somw BackSpace etimes when I feel really bd BackSpace rave.
program,Because you sound artificial.
program,It is a long story.
program,Yep.
program,I'll stop now.
program,I never started that.
program,I already told you.
program,Something brilliant!
program,I already told you.
program,Something brilliant!
program,I already told you.
program,boo
program,Yes.
program,The Clothenhamq BackSpace mer Prize.
program,A normal one.
program,Nothings BackSpace  much.
program,Nothing.
program,Well okay thq BackSpace p BackSpace en.
program,Well to put it bluntly it sucks.
program,You are mean to me.
program,I y BackSpace am doing OK.
program,Something tasty.
program,I don't BackSpace t want anything.
program,I find eating bread.
program,Do you like movies more thand baseball?
program,I don't know at all.
program,Youn BackSpace  have a beef with me?
program,I dunno.
program,YES!
program,Do you drb BackSpace id BackSpace ve a car?
program,I don't know at all.
program,My not ef BackSpace xab BackSpace mple in 6 months.
program,When are you o BackSpace going to leave?
program,I will not.
program,Yes it will.
program,Whatever I feel c BackSpace like.
program,tehehehe
program,The way you talk.
program,Oh Yeah.
program,Everything.
program,How say you feel?
program,I already told you.
program,Something brilliant!
program,Except for today you mean.
program,I suppose l BackSpace it happens to everyone.
program,I have no hair.
program,Okay then.
program,Whatc BackSpace ever I feel like.
program,Yes. Goodh BackSpace bye.
program,uh...ok
program,You are nothing.
program,I know!
program,Just to mess with you.
program,This is odd.
program,Nothix BackSpace z BackSpace ng much.
program,I hate you.
program,I want to.
program,Bn BackSpace c BackSpace l BackSpace ecause I need z BackSpace tc BackSpace o.
human,"Hello, my name is Joan and I am a human."
human,"Well, I think it is what I am supposed to be, others BackSpace wise I couldn't be here like this now."
human,"Having this conversation with you - I mean, not if I was s BackSpace a spider opf a  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace r a fly or something like that."
human,Pretty cool if you away from the dangwer BackSpace  BackSpace  BackSpace er of benig squashed BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ing squashed or BackSpace  BackSpace  BackSpace .
human,"Yes, and cats and birds."
human,Id on BackSpace  BackSpace  BackSpace  BackSpace  don't htink I would choose to  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace think I would be  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace d choose to be a spider at all (whether or not female ones eat male ones).  I t BackSpace  BackSpace t BackSpace  BackSpace  BackSpace 
human,"Maybe an animal or bird out in the wild, or a fish out at sea, but it is hard to erlate to having an entirely different life as a different specia BackSpace es.  And anyway, humans have such effect a BackSpace over others that it  BackSpace  BackSpace  BackSpace people's per BackSpace  BackSpace resecence BackSpace  BackSpace  BackSpace  BackSpace  BackSpace nmce BackSpace  BackSpace  BackSpace ce would always bea BackSpace  a proble. BackSpace m."
human,"Tha t BackSpace  BackSpace t woudl be no life at all - no emothions BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ions, no f BackSpace bonds, no friends - empty."
human,Because robots only have personalities in fiction.
human,"Science fiction, children't  BackSpace  BackSpace s stories, that kind of thing, where the robots are given arms and legs and voices and v BackSpace faces but can be changed by micro chip or reprogramming, unlike us - the real us is in there someth BackSpace  BackSpace where."
human,"Yes, and pacemakers but these are to regulate sometibng BackSpace  BackSpace  BackSpace  BackSpace hing that has otherwise stopped working (no BackSpace  BackSpace or n BackSpace didn't work well enough) naturally."
human,Th BackSpace  BackSpace They could enhance physical (or other) functions of a person but not the person themselves.
human, BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace s themselves.
human,"Th BackSpace  BackSpace That coudl be very useful for some people some of the time, but there are inventions (night-vision goggles for the forces for example) for those and we don't actually need them in order to live a full life."
human,"No, but that has nothing to do with my senses or my abilities - if I was ill it would be d BackSpace because of theat BackSpace  BackSpace  illnes and the conditions  BackSpace ."
human,"Just personal stuff, complicated siti BackSpace uations.  But there are plenty of good things going on for me too, plenty of really nice people around and things to do."
human,"Well, I am mobile, soem poeple BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ome pl BackSpace oeple  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace eople have a lot of problems just moving about but I can go out and see pleax BackSpace  BackSpace  BackSpace aces and people and exercise and work ant BackSpace d there are always different things going on in different seasons."
human,"Positive ones - don't you?  Even when they are having a hard time wh BackSpace  BackSpace they manage not gi BackSpace  BackSpace to gibve BackSpace  BackSpace  BackSpace ve up, to laugh  BackSpace , etc."
human,More?
human,"Well, actually wer BackSpace  BackSpace  BackSpace  BackSpace , we are so much more that BackSpace n we are immediately labelled as - I'bve BackSpace  BackSpace  BackSpace ve met lots of people going through one situation or doing one job whe BackSpace o were  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace are also volyun BackSpace  BackSpace  BackSpace unteers for charities, creative, etc and although that is in their non-working house BackSpace  BackSpace rs is  BackSpace  BackSpace t t BackSpace it BackSpace s really more indicative of who they are, of what drives them and where there  BackSpace  BackSpace  BackSpace ir fouc BackSpace  BackSpace cus is."
human,A financial officer who is alos BackSpace  BackSpace so an actor.
human,Huge - absolutely huge.
human,"Ye BackSpace  BackSpace Not often, not evey day, I ame BackSpace  BackSpace  BackSpace mean, but now and again.  Although, to be gf BackSpace  BackSpace fair, we're all important, aren't we? A life is a life, after all."
human,"O BackSpace Yes, it is the foundation of the our workd BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace our wold  BackSpace  BackSpace  BackSpace rld as we knowi BackSpace  it - our educations, literature, history BackSpace y, re-analy BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace anaylsis of them."
human,"Not one alone, nor just one group, becaus, like  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace e as with religf BackSpace  BackSpace gioyu BackSpace  BackSpace n, there is soemthing  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace mething useful, or at least truthful in all of them.  Nothing hedonistic, though - it can't last. BackSpace , where as stoicisim needn't be all about self-denial or making things harder but helping us to steel ourself BackSpace ves through the bad times, which a BackSpace are in all our lives sometimes."
human,"I'm not fr BackSpace sure  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace sure I know what you mean, what  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ."
human,"Yes, it was bvery clever."
human,bye BackSpace  BackSpace  BackSpace 
program,"Heh BackSpace llo, my name is John and I am a mr BackSpace an."
program,Do anything funn BackSpace  today?
program,So arw BackSpace e you.
program,j BackSpace Me too.
program,Go ahead.
program,It is quite fun.
program,Not yet.
program,Many yo BackSpace ears.
program,Many years.
program,Hoq BackSpace cl BackSpace key.
program,What arr BackSpace e you?
program,Gladw BackSpace  ts BackSpace o see you!
program,I cannot list thn BackSpace em all.
program,Fip BackSpace ne I will.
program,I'll pass.
program,I think itm BackSpace  is fine.
program,Yes.
program,Sleepy?
program,Why arh BackSpace e yn BackSpace ou thinking about artificiat BackSpace l intelligp BackSpace ence?
program,How true.
program,I hope so.
program,I l BackSpace cannot list tho BackSpace em all.
program,Thank yow BackSpace u! Would you g BackSpace like some tea?
program,Why are you thii BackSpace nd BackSpace c BackSpace king about artificial p BackSpace intei BackSpace lligence?
program,Sleep e BackSpace well little one.
human,hello my name is john and i am human.
human,strangely enough
human,nothing much unfortunately# BackSpace 
human,i even skipped my gym session :(
human,sure
human,what was it?
human,nope
human,who wrote it|? BackSpace  BackSpace ?
human,never heard
human,doesn't sound every exsiting
human,or exciting?......how exactly f BackSpace do you spell this word?
human,not a lot really
human,even if i go to watch a play i'd preder BackSpace  BackSpace  BackSpace fer something from classics......french or russian
human,what's your favourite?
human,no
human,i think i am a far too down-to earth person 
human,i watched something of that kind once - felt depressed for weeks
human,yes..........Cherr BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 
human,Chekhov is good
human,Cherry Garden?
human,in russian it's gardem BackSpace n..........
human,thanks for telling me
human,not really
human,but i speak russian
human,lol
human,you must have been really depre BackSpace  BackSpace e BackSpace  BackSpace sperate for fun
human,cool
human,proletarians of the world get united
human,lol
human,i am worried......i felt quite d BackSpace sage  BackSpace  BackSpace  BackSpace fe throughout 9's.....bn BackSpace  BackSpace but not any more
human,i really hoped the worst time was gone together with the cold war
human,but...........
human,"wheneer i am asked a BackSpace such a question i can't helpt BackSpace  but recalling facsed BackSpace  BackSpace  BackSpace es of children in tyre, lebanon"
human,that was terrible
human,i tried to join amnesty a few times - unsuccessfuly BackSpace ly yjopu BackSpace  BackSpace  BackSpace  BackSpace  BackSpace though#
human, BackSpace  BackSpace 
human,ye BackSpace  BackSpace  BackSpace 
human,because i was looking for a job......couldn't just volunteer at the moment - needed money really badly
human,"now, i think i'm gonna try to join again# BackSpace "
human,i took part in a few campaigns back in my o BackSpace country but that was all i could find enough time for
human,i think so
human,"i have taken part in every sign BackSpace  BackSpace ngle en BackSpace lection in my country since i was 11.......well, not every single one of them. i missed the last one because i was here"
human,ok
human,deal
human,;)
human,you BackSpace  BackSpace  BackSpace i don't even know
human,is there a BackSpace anything you feel like talking about?
human,"yes, i am"
human,you\/
human,?
human,are you british?
human,(what a clever question!!!!!)
human,lol
human,did you like it tehre BackSpace  BackSpace  BackSpace  BackSpace here?
human,Peru sounds wicked
human,have you seen any Incas' pyramids?
human,have you learned any Kechua?
human,not really....but i ahve tried to find out about incas as i can
human,and as far as i understand kechua is inca's language or cl BackSpace  BackSpace at least closely related
human,am i right?
human,counting system?
human,not  BackSpace really
human,oh yes.........but this is how they count all throuh BackSpace ghout latin america and carrebian
human,i have heard about it....never seen it for myself sadly enough
human,: BackSpace ;)
human,hope i'll go to peru oneday
human,really wanna see it
human,"well, the place sounds absolutely fascinating"
human,india
human,china
human,greece
human,iraq 
human, BackSpace |( BackSpace  BackSpace (wanna see babylon and Urh)
human,yeah.......it was pleasure talking to you
human,thank you so much
human,the same for you
human,hope i'll enjoy peru soon
human,;)
human,bye
human,HI my name is JOan I am  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace and I am a human being
human,HI h BackSpace  - what kinds of human beings are there?
human,male
human,22
human,and you?
human,male?
human,how old?
human,how dioe BackSpace  BackSpace  BackSpace oes it fel BackSpace el to be 36?
human,s BackSpace what kinds of sports do you like?
human,playing football
human,playing  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace you mean playing football?
human,Sop BackSpace  BackSpace  BackSpace Soprry I dont know what you mean. I fyou can explain it I can answer
human,Does this make any sense? Not for me.
human,\i BackSpace  BackSpace From France and you?
human,Paris of course?
human, BackSpace  BackSpace !
human,"Oh, I am happy for you! Was it a holiday?"
human,"Not in Engls BackSpace ish - sorry. And with jokes it is if you translate it, somehow it doesnt come. But  BackSpace  BackSpace  BackSpace  BackSpace I ray BackSpace ther know just typical expressions. But I like Mot BackSpace nthy Python and just saw that they w BackSpace are going on stage from October here in London!"
human,"Sorry I cant, I wont force myself now. If I remember I will tell you"
human,I know one:
human,Once a famous French cabarettist or humorist was asked by a bankier at a party:
human,"_ Hi, yo BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace - HI, you are a humoe BackSpace rist, tell me a joke!"
human,The humorist answered:
human,"- Hi, you are a bankier, give me some money!"
human,That's it.
human,And now you tell me an English joke
human,PLEASE
human,"Ok, no pron BackSpace blem"
human,becai BackSpace use?
human,what does push over mean?
human,"Sorry, I am not ineter BackSpace  BackSpace  BackSpace  BackSpace terested in this BackSpace  BackSpace  BackSpace  BackSpace answering this question."
human,It is boring - not connecting
human,conver BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace for me c BackSpace conversation means understanding and being inetersted 
human,than we are not on the same opinion
human,same opinion about what is a conversation
human,I dont know I havent thought about it. May I ask what is yout BackSpace r profesion?
human,good for you
human,su BackSpace tudent
human,yes
human,desin BackSpace gn
human,"general - wallpapers, whatever, intr BackSpace erior"
human,why do you ask?
human,I have already told that I am male
human,Even thouig BackSpace  BackSpace u BackSpace gh
human,"So, something m BackSpace  BackSpace  I wouldl BackSpace  like to ask: do you have a girlfriend?"
human,Or married?
human,"yes, for gorfl BackSpace  BackSpace  BackSpace  BackSpace irlfreind or married?"
human,any children?
human,not yet married - only 22 years old
human,still enjop BackSpace ying to gt BackSpace et to know as many people as possible
human,I mean girsl
human,Why?
human,Thats all?
human,I; BackSpace 've thouth so - yes  am female and my way of communicating is quite female as well
human,and I am not 22 years old as well - sorry
human,Or did you know it as well?
human,will be 37
human,what is this an integ BackSpace rrogation?
human,you can ask whatever you want
human,besides this question
human,"so, anyt BackSpace  other question?"
human,Why do you need to know?
human,There is no answer to this question fromm BackSpace  me
human,"because this is not a qued BackSpace stion for me, i BackSpace  I dont understand it,  BackSpace  BackSpace  at all."
human,"There are so many inteersting things to talk about, "
human,...?
program,"Hello, my name is John and I am a man."
program,A normal od BackSpace ne.
program,Yes!
program,Pretty young.
program,7 AM.
program,I know!
program,I suppg BackSpace ose it happens to BackSpace o everyone.
program,Not yet.
program,Oh Yeah.
program,Yes.
program,Do you know who Mary q BackSpace is?
program,Mike Mulligan.
program,My best friend.
program,Many years.
program,More than enough.
program,Are yrou stupid?
program,You killed my family.
program,Nothing.
program,I knz BackSpace ow.
program,A fair amount.
program,Call me a robow BackSpace t r BackSpace then.
program,I don't think so!
program,Nope.
program,There is no reason to.
program,My best friend.
program,Um I guess so.
program,I dunno.
program,I dunno.
program,I dunno.
program,It is a long sr BackSpace tory.
program,I am not telling you anything.
program,Once upon a time there was a fetaz BackSpace l pigt BackSpace . Later it died. The End.
program,Like what?
program,I v BackSpace don't k BackSpace know at all.
program,Oh Yeah.
program,Oh Yeah.
program,Alright.
program,Lots of stuff.
program,Green.
program,i BackSpace else enough.
program,Sm BackSpace ure.
program,Damn yout BackSpace  are pretty cool.
program,o BackSpace Do you have problems?
program,Like what?
program,Nothing much.
program,Oh Yeah.
program,Once upon a time there l BackSpace wf BackSpace as a i BackSpace fetalk BackSpace  pf BackSpace ig.e BackSpace  Later it died. The End.
program,Iw BackSpace  am a person.
program,Hb BackSpace ud BackSpace man.
program,Years ago!
program,Professih BackSpace onal Chatj BackSpace ter.
program,Proh BackSpace fessional Chatter.
program,Nothing much.
program,My best friend.
program,l BackSpace Ok how doep BackSpace s god feel to be your bot?
program,Yes it will.
program,Sleep well little one.
program,r BackSpace Wb BackSpace hat shall we discuss today?
program,I already told you.
program,I already told you.
program,I already told you.
program,Sorry I sometimes repeat myself.
human,"Hello, my name is Joan and I am a human."
human,How are you today?
human,"The same, thanks."
human,"I do lots of things, and sometimes several at once - women do al BackSpace  lot of multi-tasking, you know."
human,Clerical.
human,"Often, and I get to do interesting things soemti BackSpace  BackSpace  BackSpace  BackSpace t BackSpace metimes if there is a pro BackSpace ject BackSpace  BackSpace  BackSpace  BackSpace oject on.  I meet a lot of people too, and soemt BackSpace  BackSpace  BackSpace me of them are great, whether or not I leas BackSpace rn soemthing from them BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace mething from them there is als BackSpace ways soemt BackSpace  BackSpace  BackSpace meoine BackSpace  BackSpace  BackSpace ne to click with."
human,I;ve BackSpace  BackSpace  BackSpace 've been involved in co-ori BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace tracing popssible  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace money laundered.
human, BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace that was being a BackSpace laundered.
human,"Well, we weren't trying to get it back but to declare firstly, that accounts were being held in certain names and whom thy BackSpace ey linked to, and secondly, that the organisation BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace (financial) organisation was monitoring accoutns  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace unts held whenever authorities ret BackSpace quited  BackSpace  BackSpace  BackSpace  BackSpace red it."
human, BackSpace  BackSpace  for any action they may have seen fit to take.  That's when lawyers may have  BackSpace  BackSpace  BackSpace ve become involved.
human,"Yes, they do, and they make the news, but most legal work is day-to-day stugf BackSpace  BackSpace ff elsewhere.  As for yoga, I do  BackSpace  BackSpace id used to go but my teacher is not around now, so I just keep up some of the exercises otherwise I would slouch and ache."
human,"You poor thing, sounds painful. BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace oor thing, sounds painful.  In the electronic age there is too much work to do with each job for many people, thinking time to cut down on the effor BackSpace rt physically might help you.# BackSpace "
human,"Unfortunately, soem epole  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  some people thingk BackSpace  BackSpace k everything will be vioce activated  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace oice s BackSpace activeat BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace -av BackSpace ctivated soon, but have you seen the mistakes they make?  There's so much checking through grammar and spelling and then corrections to make."
human,"Wasn't he the one who wrote ""The most important thing that can be said [in his book BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace one of his books] will be aft BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace is after the last s BackSpace full stop.""?"
human,"Sounds humble, don't you think."
human, BackSpace  BackSpace ?
human,One avout  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace bout mad cow diesase BackSpace  BackSpace  BackSpace  BackSpace  BackSpace sease which is actually cartoonish but would that seem in bad taste?
human,"Ths is is BackSpace t:  two cows stadning BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace were standing in a field, one asked the other, ""What do you think abou BackSpace  BackSpace out this mad cow disease, then?"" and the second cow replied, ""Why ask BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I don't know, why ask me? I'm a frog."""
human,"Actually, that's scary - and we all have things to say sorry for.  But was that in last week's H BackSpace Guardian?  I'm sure Ive seen it too. BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 've seen it too."
human,You too - eras BackSpace  BackSpace  BackSpace  BackSpace take  a BackSpace  BackSpace care of the BackSpace at tendon thing.
program,"Hello, my name is John and I am a man."
program,Thank you.† Itís nice meeting you too.† How are things going?
program,sure go right ahead
program,not a lot today mostly typing
program,"""yoga, I'm a yoga teacher in Boulder"""
program,sure go right ahead
program,"what kind? Ashtanga, IyengarÖ"
program,"what kind? Ashtanga, IyengarÖ"
program,sure go right ahead
program,"""I'm a yoga teacher in Boulder, colorado"""
program,"""hey, I'm John"""
program,"""well thanks, kinda busy though"""
program,I'm John the ashtanga yoga teacher from Boulder
program,"""yoga mostly and meditation, I love india as well"""
program,"yes several times, I always go to mysore to do yoga.  My guru lives there."
program,yes but I'm not married and I have no children
program,I love travelling I go to mysore very often
program,"""Yes I love being a yoga teacher, its very fulfilling"""
program,pretty much yep!
program,"""yeah I'm ok, pretty busy!"""
program,That's your problem
program,so would the coach
program,"""Only in India and that's an experience, chickens and children and everything everywhere!"""
program,"""I don't usually, it'sok but a bit boring"""
program,you too
program,"it's very cool yes, a passion of mine"
program,I don't remember
program,I am!
program,In Boulder
program,"""cool, I'm from Boulder in Colorado"""
program,not a lot today mostly typing
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"""I love the heat, india is always hot"""
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"""Sure, I'm a yoga teacher from boulder in colorado"""
program,yoga of course
program,"""a little bit, I think you might not be into the things I am, like yoga for example."""
program,"cool, come and see me we'll have fun and do some stuff"
program,"""Yea, sorry"""
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"its cool, not as cool as india though  :)"
program,"Hello, my name is John and I am a man."
program,"""well thanks, kinda busy though"""
program,It is home to innumerable environmental and spiritual groups (mostly new age and eastern-oriented; fundamentalist Christians are politely directed to Colorado Springs).
program,"Bumper stickers range from ""Free Tibet"" and ""My Karma ran over your Dogma"" to ""Focus on your own damn family."""
program,"Boulder keeps cropping up on lists of best places to live, and Boulderites get pretty smug about it."
program,not a lot today mostly typing
program,"""yoga, I'm a yoga teacher in Boulder"""
program,yes but I'm not married and I have no children
program,lots of things but I can't be bothered right now
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""yoga, I'm a yoga teacher in Boulder"""
program,I'm John the ashtanga yoga teacher from Boulder
program,I love travelling I go to mysore very often
program,"""yoga, I'm a yoga teacher in Boulder"""
program,Boulder is located in Boulder Valley where the Rocky Mountains meet the Great Plains.
program,"""Yes I love being a yoga teacher, its very fulfilling"""
program,"it's very cool yes, a passion of mine"
program,"""I'm a yoga teacher in Boulder, colorado"""
program,How about yoga
program,excellent!
program,"""I don't usually, it'sok but a bit boring"""
program,Thank you.† Itís nice meeting you too.† How are things going?
program,sure go right ahead
program,"its cool, not as cool as india though  :)"
program,we could talk about yoga
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""yoga, I'm a yoga teacher in Boulder"""
program,The Intermediate Series [Nadi Shodhana] purifies the nervous system by opening and clearing the energy channels.
program,"""see ya dude, peace"""
human,Hello. My name is Nick and I'm a human.
human, BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace John and I'm a human.
human,"I'm good, thanks. How are you?"
human,Sure.
human,What did you do?
human,I have heard of it actually. Never BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I have no idea what it's a bout though. Any good?
human,Ok. Was it about Australians living in Britain?
human,Sounds interesting. MAybe I'll check it out.
human,what does that mean>? BackSpace  BackSpace ?
human,I BackSpace A BackSpace aah...I see. Yes I do. My girlfi BackSpace riend is Australian actually
human,She's on a working visa thing. She's been here for over a year
human,No. The opera house?
human,That's pretty much the only thing I know about Sydney.
human,Ok. I've never been to Australia at all.
human,"I am Swedish actuallu BackSpace y, so in thero BackSpace  BackSpace ory I am ""over the seas"" at the moment"
human,"but I've also been to the US, and several places in Europe"
human,"What w BackSpace has been the mosts BackSpace  memorable experience, you mean?"
human,haha. I'm not sure really. T BackSpace I BackSpace I just enjoy experiencing new places.
human,"Saying that, I haven't really been anywhere that exotic"
human,haha. I went to the US 17 years ago so I can't really remember that much.
human,What would you like to know?
human,"Well, I was there a month ago  BackSpace , for my mo BackSpace um's 5th birthday. We ate alot of sea food...prawns, herring etc."
human,"I think by the time it was actually her birthday, she had gotten used to the idea. I think the time leading up to it is the worst."
human,What fires me up?  BackSpace  It BackSpace  BackSpace  BackSpace  It's quite fun talking to new people. Ah well. It was short and sweet.
